pop1,pop2,pop3,pop4,est,se,z,p,n
CoyoteCalifornia,Samoyed,AndeanFox,FernCave.100bp,0.0229305975927363,0.000622607693917925,36.8299296920656,6.12925994438022e-297,71035
CoyoteCalifornia,Samoyed,AndeanFox,Castlemaine.99bp,0.0225971441361877,0.000216593796220903,104.329600064542,0,1478782
CoyoteCalifornia,Samoyed,AndeanFox,Meredith.99bp,0.0235165958785591,0.000215488118147353,109.1317520462,0,1589250
CoyoteCalifornia,ScottishDeerhound,AndeanFox,FernCave.100bp,0.0252558623404379,0.000651812498926949,38.7471280192011,0,71132
CoyoteCalifornia,ScottishDeerhound,AndeanFox,Castlemaine.99bp,0.0244848296921449,0.000225987523064821,108.345935917541,0,1483490
CoyoteCalifornia,ScottishDeerhound,AndeanFox,Meredith.99bp,0.0252620549029079,0.000226090063030028,111.734476802515,0,1589934
CoyoteCalifornia,ScottishTerrier,AndeanFox,FernCave.100bp,0.0250043195434826,0.000611548990674014,40.8868625814005,0,71381
CoyoteCalifornia,ScottishTerrier,AndeanFox,Castlemaine.99bp,0.0240524997294277,0.000215472125650978,111.626966396516,0,1490668
CoyoteCalifornia,ScottishTerrier,AndeanFox,Meredith.99bp,0.0249357150244291,0.000212803139655726,117.177383119301,0,1595435
CoyoteCalifornia,SharPei,AndeanFox,FernCave.100bp,0.0205153296567383,0.000605989662505435,33.8542568068219,3.1417489970795e-251,68723
CoyoteCalifornia,SharPei,AndeanFox,Castlemaine.99bp,0.0207679825205876,0.000210124707307061,98.8364613888014,0,1408743
CoyoteCalifornia,SharPei,AndeanFox,Meredith.99bp,0.0212809230468368,0.000211013313849047,100.851091614345,0,1534050
CoyoteCalifornia,ShetlandSheepdog,AndeanFox,FernCave.100bp,0.0244509510000325,0.000613526849174012,39.8531067270336,0,71381
CoyoteCalifornia,ShetlandSheepdog,AndeanFox,Castlemaine.99bp,0.0241260433926107,0.000209327946870912,115.25476532519,0,1490730
CoyoteCalifornia,ShetlandSheepdog,AndeanFox,Meredith.99bp,0.0249324991073355,0.000214205906282962,116.395012350407,0,1595411
