target,source,p,Dingo_Ancient_Nullarbor,HighlandWildDog,Papua_Indonesia_518bp,se_Dingo_Ancient_Nullarbor,se_HighlandWildDog,se_Papua_Indonesia_518bp,z_Dingo_Ancient_Nullarbor,z_HighlandWildDog,z_Papua_Indonesia_518bp,num_sources,valid
ND1304,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.405680496133577,0.771042085977778,NA,0.228957914022222,0.0280438499865075,NA,0.0280438499865076,27.4941595518712,NA,8.16428251229334,2,TRUE
ND1602,Dingo_Ancient_Nullarbor,0.454359338259913,1,NA,NA,6.04259063311827e-14,NA,NA,16549193230453.1,NA,NA,1,TRUE
ND1602,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.912214121663461,0.968991368624975,NA,0.0310086313750251,0.0241393096227645,NA,0.0241393096227645,40.1416355218034,NA,1.2845699342529,2,TRUE
ND1603,Dingo_Ancient_Nullarbor,0.168853128242413,1,NA,NA,2.06154384382329e-13,NA,NA,4850733604313.87,NA,NA,1,TRUE
ND1603,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.58209802032098,0.978540108297182,NA,0.0214598917028178,0.0226059942410972,NA,0.0226059942410971,43.2867538521362,NA,0.949300945313178,2,TRUE
ND1644,Dingo_Ancient_Nullarbor,0.00507523644267718,1,NA,NA,1.91942533927011e-13,NA,NA,5209892667043.06,NA,NA,1,FALSE
ND1644,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.483030848758777,0.894757252803623,NA,0.105242747196378,0.0274664408620008,NA,0.0274664408620009,32.5763813848011,NA,3.83168491779283,2,TRUE
ND1782,Dingo_Ancient_Nullarbor,0.00045739964953704,1,NA,NA,7.10997483157538e-15,NA,NA,140647473962777,NA,NA,1,FALSE
ND1782,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.199577119899076,0.854003086865311,NA,0.145996913134689,0.0359399178404359,NA,0.0359399178404359,23.7619654740689,NA,4.06224949603052,2,TRUE
Nunderah.983bp,Dingo_Ancient_Nullarbor,1.70649439416606e-13,1,NA,NA,2.4169562905148e-13,NA,NA,4137435186248.26,NA,NA,1,FALSE
Nunderah.983bp,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.795225714771624,0.742629643930417,NA,0.257370356069583,0.0330116300733477,NA,0.0330116300733477,22.4960004180462,NA,7.79635405757723,2,TRUE
TowerHill.460bp,Dingo_Ancient_Nullarbor,2.17808013844616e-05,1,NA,NA,1.42174201369961e-13,NA,NA,7033624879649.11,NA,NA,1,FALSE
TowerHill.460bp,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.697635309385436,0.745433934484511,NA,0.254566065515488,0.0650295456080668,NA,0.0650295456080669,11.4630038932956,NA,3.91462162521876,2,TRUE
WA0021,Dingo_Ancient_Nullarbor,0.0293521679358209,1,NA,NA,3.94547559518267e-13,NA,NA,2534548689696.56,NA,NA,1,TRUE
WA0164,Dingo_Ancient_Nullarbor,0.00213229127434154,1,NA,NA,2.55920376517975e-13,NA,NA,3907465335921.64,NA,NA,1,FALSE
WA0517,Dingo_Ancient_Nullarbor,0.0982899398014427,1,NA,NA,2.02605805630362e-13,NA,NA,4935692720594.69,NA,NA,1,TRUE
WA0741,Dingo_Ancient_Nullarbor,0.0314904673771591,1,NA,NA,3.94547559518267e-13,NA,NA,2534548689696.56,NA,NA,1,TRUE
WA1142,Dingo_Ancient_Nullarbor,5.31399711327898e-05,1,NA,NA,1.4217778396351e-14,NA,NA,70334476464807.6,NA,NA,1,FALSE
di0678,Dingo_Ancient_Nullarbor,3.87142981510503e-07,1,NA,NA,6.75437351964804e-14,NA,NA,14805222084491.8,NA,NA,1,FALSE
di0678,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.701465611976271,0.824809265969121,NA,0.175190734030879,0.030359207208719,NA,0.030359207208719,27.1683400787963,NA,5.77059647264324,2,TRUE
di0794,Dingo_Ancient_Nullarbor,3.67490268490549e-08,1,NA,NA,2.48830738709035e-13,NA,NA,4018796090821.12,NA,NA,1,FALSE
di0794,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.810344040053976,0.809407967328522,NA,0.190592032671478,0.0291823406890356,NA,0.0291823406890356,27.7362249983133,NA,6.5310742103387,2,TRUE
di1085,Dingo_Ancient_Nullarbor,0.579018628628858,1,NA,NA,1.99047593014751e-13,NA,NA,5023924102040.72,NA,NA,1,TRUE
di1085,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.457221254091239,0.969576693385032,NA,0.0304233066149675,0.0287309226433016,NA,0.0287309226433016,33.7467997607477,NA,1.0589046162101,2,TRUE
di1436,Dingo_Ancient_Nullarbor,2.45544563070932e-09,1,NA,NA,9.59796119282589e-14,NA,NA,10418879383961.9,NA,NA,1,FALSE
di1436,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.0356634058250114,0.792044763996668,NA,0.207955236003332,0.0357569791839569,NA,0.0357569791839568,22.1507739767915,NA,5.81579430783224,2,TRUE
di1522,Dingo_Ancient_Nullarbor,0.000546640976286778,1,NA,NA,2.84357621924149e-13,NA,NA,3516698420929.77,NA,NA,1,FALSE
di1522,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.296990737053736,0.882296421234985,NA,0.117703578765015,0.0274474897567607,NA,0.0274474897567607,32.1448857091809,NA,4.28831852413836,2,TRUE
wdi0817,Dingo_Ancient_Nullarbor,0.00293027747415401,1,NA,NA,3.55443287255164e-13,NA,NA,2813388340295.55,NA,NA,1,FALSE
wdi0817,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.564353273940715,0.950370607639341,NA,0.0496293923606588,0.0255134337410819,NA,0.0255134337410819,37.249811894549,NA,1.945225909782,2,TRUE
wdi0828,Dingo_Ancient_Nullarbor,0.132489817918905,1,NA,NA,3.48335240770977e-13,NA,NA,2870797676935.24,NA,NA,1,TRUE
wdi0828,Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp,0.254989447270628,0.987481657329757,NA,0.0125183426702428,0.0235374680761829,NA,0.0235374680761829,41.9536058055866,NA,0.531847462510628,2,TRUE
wdi0964,Dingo_Ancient_Nullarbor,0.0353711596460845,1,NA,NA,2.95030883403717e-13,NA,NA,3389475665947.87,NA,NA,1,TRUE
