"pat","wt","dof","chisq","p","f4rank","Dingo_Ancient_Nullarbor","HighlandWildDog","Papua_Indonesia_518bp","feasible","best","dofdiff","chisqdiff","p_nested","target","right","source"
"10",1,4,96.3874153541755,5.77628016462675e-20,0,NA,1,NA,TRUE,TRUE,NA,NA,NA,"Dingo_Ancient_Curracurrang_D13","CoyoteCalifornia|Russia_Baikal_7k|Germany_7k|Ireland_Neolithic.Newgrange|Papua_Indonesia_518bp","Dingo_Ancient_Nullarbor|HighlandWildDog"
"00",0,3,7.19113158168161,0.0660489439613375,1,0.682427122842476,NA,0.317572877157524,TRUE,NA,NA,NA,NA,"Dingo_Ancient_Curracurrang_D13","CoyoteCalifornia|Russia_Baikal_7k|Germany_7k|Ireland_Neolithic.Newgrange|HighlandWildDog","Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp"
"01",1,4,111.276653070668,3.88769527146185e-23,0,1,NA,NA,TRUE,TRUE,0,-146.537349672212,1,"Dingo_Ancient_Curracurrang_D13","CoyoteCalifornia|Russia_Baikal_7k|Germany_7k|Ireland_Neolithic.Newgrange|HighlandWildDog","Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp"
"10",1,4,257.814002742879,1.34906595881021e-54,0,NA,NA,1,TRUE,TRUE,NA,NA,NA,"Dingo_Ancient_Curracurrang_D13","CoyoteCalifornia|Russia_Baikal_7k|Germany_7k|Ireland_Neolithic.Newgrange|HighlandWildDog","Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp"
"0",0,5,212.313491337827,6.57837084654994e-44,0,1,NA,NA,TRUE,NA,NA,NA,NA,"Dingo_Ancient_Curracurrang_D16","CoyoteCalifornia|Russia_Baikal_7k|Germany_7k|Ireland_Neolithic.Newgrange|HighlandWildDog|Papua_Indonesia_518bp","Dingo_Ancient_Nullarbor"
"00",0,3,97.1242451411503,6.45277419141563e-21,1,-5.3621415581363,6.3621415581363,NA,FALSE,NA,NA,NA,NA,"Dingo_Ancient_Curracurrang_D16","CoyoteCalifornia|Russia_Baikal_7k|Germany_7k|Ireland_Neolithic.Newgrange|Papua_Indonesia_518bp","Dingo_Ancient_Nullarbor|HighlandWildDog"
"01",1,4,202.153688846111,1.29363409942075e-42,0,1,NA,NA,TRUE,TRUE,0,57.6723266850232,0,"Dingo_Ancient_Curracurrang_D16","CoyoteCalifornia|Russia_Baikal_7k|Germany_7k|Ireland_Neolithic.Newgrange|Papua_Indonesia_518bp","Dingo_Ancient_Nullarbor|HighlandWildDog"
"10",1,4,144.481362161087,3.09758485351052e-30,0,NA,1,NA,TRUE,TRUE,NA,NA,NA,"Dingo_Ancient_Curracurrang_D16","CoyoteCalifornia|Russia_Baikal_7k|Germany_7k|Ireland_Neolithic.Newgrange|Papua_Indonesia_518bp","Dingo_Ancient_Nullarbor|HighlandWildDog"
"00",0,3,15.0267500300798,0.00179393132011239,1,0.591436935311039,NA,0.408563064688961,TRUE,NA,NA,NA,NA,"Dingo_Ancient_Curracurrang_D16","CoyoteCalifornia|Russia_Baikal_7k|Germany_7k|Ireland_Neolithic.Newgrange|HighlandWildDog","Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp"
"01",1,4,208.223564938394,6.40440478548689e-44,0,1,NA,NA,TRUE,TRUE,0,-36.7731536766668,1,"Dingo_Ancient_Curracurrang_D16","CoyoteCalifornia|Russia_Baikal_7k|Germany_7k|Ireland_Neolithic.Newgrange|HighlandWildDog","Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp"
"10",1,4,244.99671861506,7.78573644830151e-52,0,NA,NA,1,TRUE,TRUE,NA,NA,NA,"Dingo_Ancient_Curracurrang_D16","CoyoteCalifornia|Russia_Baikal_7k|Germany_7k|Ireland_Neolithic.Newgrange|HighlandWildDog","Dingo_Ancient_Nullarbor|Papua_Indonesia_518bp"
"0",0,5,14.8402560035395,0.0110671577550684,0,1,NA,NA,TRUE,NA,NA,NA,NA,"Dingo_Ancient_Nullarbor_276","CoyoteCalifornia|Russia_Baikal_7k|Germany_7k|Ireland_Neolithic.Newgrange|HighlandWildDog|Papua_Indonesia_518bp","Dingo_Ancient_Nullarbor"
"00",0,3,13.6045363861451,0.00349599082099208,1,0.987362391335604,0.0126376086643963,NA,TRUE,NA,NA,NA,NA,"Dingo_Ancient_Nullarbor_276","CoyoteCalifornia|Russia_Baikal_7k|Germany_7k|Ireland_Neolithic.Newgrange|Papua_Indonesia_518bp","Dingo_Ancient_Nullarbor|HighlandWildDog"
