pop1,pop2,pop3,pop4,est,se,z,p,n
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDColombia_CO32,0.080390072854781,0.00268644125042535,29.9243740551008,9.48397663611832e-197,18347
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDColombia_PFZ3A02,0.0798563952119664,0.00244148250531596,32.7081578664157,1.19574308276979e-234,18407
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDColombia_PFZ3A03,0.08021654435082,0.00243805387121854,32.9018752611598,2.06623176749919e-237,18395
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDColombia_PFZ3B02,0.0787391942586853,0.00261762588611147,30.0803849306571,8.74854959050958e-199,18393
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDColombia_PFZ3B04,0.0785657312740193,0.0023104406590467,34.0046523014514,1.90158510187961e-253,18388
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDColombia_PFZ3B05,0.0802702408786906,0.00255387324054071,31.4307850540365,7.68485675329371e-217,18391
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDColombia_PFZ3F02,0.0810641882711017,0.00219917941466846,36.8611072522806,1.94152882583104e-297,18399
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDColombia_PFZ3G01,0.080298418220362,0.00265076476028801,30.292547804822,1.43705739834464e-201,18397
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCostaRica_PFZ42A12,0.0811200609556983,0.00234195805316402,34.6377087523424,6.84062840156045e-263,18374
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCostaRica_PFZ42B12,0.0797125122508984,0.00289693537429086,27.5161513640639,1.12518960073941e-166,18366
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCostaRica_PFZ42C12,0.0787391942586854,0.00268337080307259,29.3433893551071,2.90175716892289e-189,18393
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCostaRica_PFZ42D12,0.0800056217470939,0.00227714947247896,35.1341107441655,2.03263690320229e-270,18381
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCostaRica_PFZ42E12,0.078047940237888,0.00234795643691137,33.2407957025627,2.77283647646915e-242,18384
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCostaRica_PFZ42F12,0.0787646994773519,0.00226853123861378,34.7205707978182,3.85547724877529e-264,18368
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCostaRica_PFZ42G11,0.0789297052154195,0.00236685497745398,33.3479262427494,7.80673016416414e-244,18375
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCostaRica_PFZ42H11,0.0790178247295433,0.00230362030936296,34.3015836456985,7.4320572577444e-258,18364
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCroatia_HR52,0.078934466416081,0.00254979592274251,30.9571702237176,2.03447672162395e-210,18357
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCroatia_HR58,0.0807458518153442,0.00221393577176302,36.4716324859976,3.1242600628941e-291,18261
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCroatia_HR63,0.0767284455346598,0.00234141985174923,32.7700499666206,1.57329800776305e-235,18345
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCroatia_HR72,0.0769895407003184,0.00224443442303817,34.3024237687916,7.22076100529652e-258,18325
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCroatia_HR89,0.0797385620915033,0.00248138876681974,32.1346510299956,1.44721391860285e-226,18360
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDCroatia_HR97,0.076530612244898,0.00214555355686496,35.6694019592421,1.17900252776578e-278,18326
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDDominicanRepublic_PFZ2A09,0.0803003965451681,0.00260199518080944,30.8610858073104,3.97745122724787e-209,18409
