pop1,pop2,pop3,est,se,z,p,n
CoyoteCalifornia,di0247,HighlandWildDog03,0.181195640109778,0.00200493593847675,90.3747778831486,0,396432
CoyoteCalifornia,di0247,LV3003932745,0.242481494204099,0.00254830113939394,95.1541756410187,0,296934
CoyoteCalifornia,di0247,McEachernCave.1468bp,0.265842087427995,0.00859270232689036,30.9381236908508,3.67039096605316e-210,2951
CoyoteCalifornia,di0247,MtGambier.724bp,0.249640689875432,0.00445510095064525,56.0347998038688,0,12524
CoyoteCalifornia,di0247,ND0090,0.245974078464374,0.00229981239847696,106.95397530132,0,331539
CoyoteCalifornia,di0247,ND0413,0.241880627176463,0.00248228141310186,97.4428708605643,0,332538
CoyoteCalifornia,di0247,ND0934,0.245758328401584,0.00207934868392521,118.190051674096,0,429194
CoyoteCalifornia,di0247,ND1006,0.239318309474066,0.00253944334444017,94.2404602166165,0,336487
CoyoteCalifornia,di0247,ND1009,0.242920401212305,0.00255372845910065,95.1238180185592,0,309163
CoyoteCalifornia,di0247,ND1012,0.239939132395093,0.00247818605841509,96.8204673657734,0,310510
CoyoteCalifornia,di0247,ND1034,0.24233030983884,0.00204853958973575,118.294179450102,0,432612
CoyoteCalifornia,di0247,ND1039,0.243118753968273,0.00207240742059593,117.312238680541,0,429973
CoyoteCalifornia,di0247,ND1099,0.24233257760993,0.00256090879406724,94.627570560628,0,325957
CoyoteCalifornia,di0247,ND1304,0.240861386166822,0.00233362349217209,103.213473370819,0,350737
CoyoteCalifornia,di0247,ND1602,0.248902428773716,0.00207566413587047,119.914597199191,0,463979
CoyoteCalifornia,di0247,ND1603,0.247389977347364,0.0020697068187689,119.528995654812,0,482946
CoyoteCalifornia,di0247,ND1644,0.243168886604907,0.0020475950470184,118.758290101842,0,431994
CoyoteCalifornia,di0247,ND1782,0.239804951034634,0.00252053688555861,95.1404252040882,0,295413
CoyoteCalifornia,di0247,NewGuineaSingingDog,0.199085117304266,0.00203275006602747,97.938807446865,0,496785
CoyoteCalifornia,di0247,NewGuineaSingingDog01,0.198957222008495,0.0020270411868938,98.1515438832169,0,504278
CoyoteCalifornia,di0247,NewGuineaSingingDog02,0.20446113056687,0.0021098468519888,96.9080435265425,0,504278
CoyoteCalifornia,di0247,NewGuineaSingingDog03,0.20403130812766,0.00206153491911272,98.9705807241308,0,504278
CoyoteCalifornia,di0247,NewGuineaSingingDog07,0.199038526368392,0.00202703275939277,98.1920619911527,0,504278
CoyoteCalifornia,di0247,NewGuineaSingingDog08,0.204731318836039,0.00205166489243221,99.7878940129125,0,504278
CoyoteCalifornia,di0247,NewGuineaSingingDog09,0.205085786014857,0.00204138967731801,100.463810654858,0,504278
CoyoteCalifornia,di0247,NewGuineaSingingDog10,0.205692594164329,0.00202421733007321,101.615864615135,0,504278
CoyoteCalifornia,di0247,NewGuineaSingingDog11,0.204460139050286,0.00206087769214849,99.2102247645436,0,504278
CoyoteCalifornia,di0247,NewGuineaSingingDog12,0.204546896751394,0.00203891759254215,100.321316319784,0,504278
CoyoteCalifornia,di0247,NewGuineaSingingDog13,0.205840330135362,0.00203741616710506,101.03008578156,0,504278
CoyoteCalifornia,di0247,NewGuineaSingingDog14,0.205657891083913,0.00204111391978459,100.757674077113,0,504278
CoyoteCalifornia,di0247,NewGuineaSingingDog15,0.20610754385478,0.00206823089330294,99.6540301772729,0,504278
CoyoteCalifornia,di0247,NewGuineaSingingDog16,0.204357021325565,0.00204868717045472,99.7502323794056,0,504278
CoyoteCalifornia,di0247,NewGuineaSingingDog17,0.203343691376581,0.00203367873701479,99.9881090732486,0,504278
CoyoteCalifornia,di0247,NGSD1,0.205981371611775,0.00205071976619474,100.443451615034,0,411093
CoyoteCalifornia,di0247,NGSD2,0.203225605424202,0.00213312735934956,95.2712010060995,0,401165
CoyoteCalifornia,di0247,NGSD3,0.204107780711291,0.00211429716618817,96.5369409633522,0,347706
CoyoteCalifornia,di0247,Nunderah.983bp,0.246894225044651,0.00350330335626468,70.4746920083725,0,25195
CoyoteCalifornia,di0247,Papua_Indonesia_518bp,0.203121592572978,0.00204039389413172,99.5501864405526,0,481485
CoyoteCalifornia,di0247,TowerHill.460bp,0.252198917456025,0.00866297708211978,29.1122688038224,2.51080231777124e-186,2956
CoyoteCalifornia,di0247,WA0021,0.248338572472768,0.00211480180512334,117.428768914014,0,446002
CoyoteCalifornia,di0247,WA0164,0.250182756585843,0.00215545401868662,116.069632855488,0,454156
CoyoteCalifornia,di0247,WA0517,0.245375547899492,0.0020455176325028,119.957679171537,0,443512
CoyoteCalifornia,di0247,WA0741,0.250994614443641,0.00213658495692492,117.474670796562,0,440623
CoyoteCalifornia,di0247,WA1142,0.250909990845339,0.00209731209753382,119.634074080046,0,456598
CoyoteCalifornia,di0247,wdi0817,0.2485828307601,0.00209317928455919,118.75849937644,0,458308
