pop1,pop2,pop3,est,se,z,p,n
CoyoteCalifornia,di0678,ND1012,0.117773815760815,0.00101968433773643,115.500269448345,0,2718032
CoyoteCalifornia,di0678,ND1034,0.113326281550282,0.000976215628242801,116.087346147358,0,3399613
CoyoteCalifornia,di0678,ND1039,0.114094226711911,0.000967859858122071,117.883003158419,0,3418797
CoyoteCalifornia,di0678,ND1099,0.118204628572597,0.00104210099014411,113.429149084917,0,2788203
CoyoteCalifornia,di0678,ND1304,0.115667292538642,0.00105713529750083,109.415788889172,0,2828587
CoyoteCalifornia,di0678,ND1602,0.112823828104001,0.000956937286755247,117.900963485873,0,3571648
CoyoteCalifornia,di0678,ND1603,0.113304453454981,0.000973544161285989,116.383475922975,0,3668298
CoyoteCalifornia,di0678,ND1644,0.113605427906836,0.000954623885860897,119.005431971131,0,3432336
CoyoteCalifornia,di0678,ND1782,0.117284697252845,0.00105168847215059,111.520379236458,0,2571205
CoyoteCalifornia,di0678,NewGuineaSingingDog01,0.104546848275809,0.000958503980417459,109.072941178893,0,3864710
CoyoteCalifornia,di0678,NewGuineaSingingDog02,0.106544216771751,0.000966192559763735,110.272238898015,0,3864710
CoyoteCalifornia,di0678,NewGuineaSingingDog03,0.10657468477583,0.000963884504046294,110.567899295445,0,3864710
CoyoteCalifornia,di0678,NewGuineaSingingDog07,0.10457977442032,0.000958042193691603,109.159883676256,0,3864710
CoyoteCalifornia,di0678,NewGuineaSingingDog08,0.106691317071656,0.000964870035284589,110.575842517679,0,3864710
CoyoteCalifornia,di0678,NewGuineaSingingDog09,0.106407143097401,0.000961504453191176,110.667342979267,0,3864710
CoyoteCalifornia,di0678,NewGuineaSingingDog10,0.107030928581952,0.000956999007941168,111.84016670217,0,3864710
CoyoteCalifornia,di0678,NewGuineaSingingDog11,0.106786214230822,0.000973241396389353,109.722227832673,0,3864710
CoyoteCalifornia,di0678,NewGuineaSingingDog12,0.106811442514445,0.000967849982971932,110.359502395675,0,3864710
CoyoteCalifornia,di0678,NewGuineaSingingDog13,0.106779098561082,0.000957043352581056,111.571851236529,0,3864710
